Title,English Name,Type,Episodes,Genres,Ranked,Aired,Streaming Platforms,Rating
Shin Tennis no Oujisama vs. Genius 10,,OVA,1.0,,,2014-2014,,7.59
"Ima, Soko ni Iru Boku",,TV,1.0,,,1999-1999,,7.59
Hoshiai no Sora,,TV,1.0,,,2019-2019,,7.59
Hibike! Euphonium Movie 1: Kitauji Koukou Suisougaku-bu e Youkoso,,Movie,1.0,,,2016-2016,,7.59
Hakuouki Movie 1: Kyoto Ranbu,,Movie,1.0,,,2013-2013,,7.59
Chuuka Ichiban!,,TV,5.0,,,1997-1997,,7.59
Ashita no Nadja,,TV,5.0,,,2003-2003,,7.59
Code Geass: Hangyaku no Lelouch Special Edition - Black Rebellion,,OVA,1.0,,,2008-2008,,7.58
BanG Dream! 2nd Season,,TV,1.0,,,2019-2019,,7.58
Black Jack (TV),,TV,6.0,,,2004-2004,,7.58
Boku no Hero Academia the Movie 3: World Heroes' Mission,,Movie,1.0,,,2021-2021,,7.58
Candy Candy,,TV,1.0,,,1976-1976,,7.58
Initial D: Project D to the Next Stage - Project D e Mukete,,Special,1.0,,,2003-2003,,7.58
Date A Bullet: Dead or Bullet,,Movie,1.0,,,2020-2020,,7.58
Diamond no Ace OVA,,OVA,3.0,,,2014-2014,,7.58
"Fuufu Ijou, Koibito Miman.",,TV,1.0,,,2022-2022,,7.58
Hakuouki: Sekkaroku,,OVA,6.0,,,2011-2011,,7.58
Hana yori Dango,,TV,5.0,,,1996-1996,,7.58
Hirano to Kagiura,,Movie,1.0,,,2023-2023,,7.58
Initial D Battle Stage,,OVA,1.0,,,2002-2002,,7.58
Akudama Drive,,TV,1.0,,,2020-2020,,7.58
Arknights: Touin Kiro,,TV,8.0,,,2023-2023,,7.58
Meitantei Conan: Kuro no Soshiki to Taiketsu no Rekishi,,TV,,,,2007-2007,,7.58
Saint Seiya: Meiou Hades Elysion-hen,,OVA,6.0,,,2008-2008,,7.58
Kaguya-sama wa Kokurasetai? Tensai-tachi no Renai Zunousen OVA,,OVA,1.0,,,2021-2021,,7.58
Shen Lan Qi Yu Wushuang Zhu: Tianmo Pian,,ONA,1.0,,,2023-2023,,7.58
Shingeki no Kyojin: The Final Season Specials,,Special,2.0,,,2021-2021,,7.58
Sword Art Online: Alicization - War of Underworld,,TV,1.0,,,2019-2019,,7.58
Tensei shitara Slime Datta Ken: Coleus no Yume,,ONA,3.0,,,2023-2023,,7.58
Tianbao Fuyao Lu,,ONA,1.0,,,2020-2020,,7.58
Uchuu Kyoudai: Number Zero,,Movie,1.0,,,2014-2014,,7.58
World Trigger,,TV,7.0,,,2014-2014,,7.58
Romeo x Juliet,,TV,2.0,,,2007-2007,,7.58
Yowamushi Pedal: Glory Line,,TV,2.0,,,2018-2018,,7.58
Love Live! Sunshine!! 2nd Season,,TV,1.0,,,2017-2017,,7.58
Macross Δ Movie 2: Zettai Live!!!,,Movie,1.0,,,2021-2021,,7.58
Majin Tantei Nougami Neuro,,TV,2.0,,,2007-2007,,7.58
Momo e no Tegami,,Movie,1.0,,,2012-2012,,7.58
Undead Unluck,,TV,2.0,,,2023-2023,,7.58
Naruto: Shippuuden - Sunny Side Battle,,Special,1.0,,,2013-2013,,7.58
Ranma ½: Yomigaeru Kioku,,OVA,2.0,,,1994-1994,,7.58
Kidou Butouden G Gundam,,TV,4.0,,,1994-1994,,7.58
Bishoujo Senshi Sailor Moon Eternal Movie 1,,Movie,1.0,,,2021-2021,,7.57
Air Gear: Kuro no Hane to Nemuri no Mori - Break on the Sky,,OVA,3.0,,,2010-2010,,7.57
Ao Haru Ride OVA,,OVA,2.0,,,2014-2014,,7.57
Ao no Exorcist Movie,,Movie,1.0,,,2012-2012,,7.57
Birdie Wing: Golf Girls' Story Season 2,,TV,1.0,,,2023-2023,,7.57
COLORs,,ONA,1.0,,,2023-2023,,7.57
Sword Art Online: Alicization,,TV,2.0,,,2018-2018,,7.57
Senpai ga Uzai Kouhai no Hanashi,,TV,1.0,,,2021-2021,,7.57
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow,,Movie,1.0,,,2018-2018,,7.57
Majo Minarai wo Sagashite,,Movie,1.0,,,2020-2020,,7.57
Yuru Camp△ Specials,,Special,3.0,,,2018-2018,,7.57
Yume-iro Pâtissière SP Professional,,TV,1.0,,,2010-2010,,7.57
Watashi no Shiawase na Kekkon: Watashi no Shiawase na Katachi,,OVA,1.0,,,2024-2024,,7.57
Ushio to Tora (TV),,TV,2.0,,,2015-2015,,7.57
Tsubasa Chronicle 2nd Season,,TV,2.0,,,2006-2006,,7.57
Tada-kun wa Koi wo Shinai,,TV,1.0,,,2018-2018,,7.57
Yuuki Bakuhatsu Bang Bravern,,TV,1.0,,,2024-2024,,7.57
Strike Witches Movie,,Movie,1.0,,,2012-2012,,7.57
Fukigen na Mononokean Tsuzuki,,TV,1.0,,,2019-2019,,7.57
Gokushufudou Season 2,,ONA,5.0,,,2023-2023,,7.57
GetBackers,,TV,4.0,,,2002-2002,,7.57
Ga-Rei: Zero,,TV,1.0,,,2008-2008,,7.57
Hourou Musuko Specials,,Special,2.0,,,2011-2011,,7.57
Dragon Ball Z Special 1: Tatta Hitori no Saishuu Kessen,,TV,,,,1990-1990,,7.57
Full Metal Panic! Invisible Victory,,TV,1.0,,,2018-2018,,7.57
Free! Dive to the Future - Soushun no Build-up!,,Special,1.0,,,2018-2018,,7.56
Dragon Quest: Dai no Daibouken (TV),,TV,4.0,,,1991-1991,,7.56
Dragon Ball Super: Super Hero,,Movie,1.0,,,2022-2022,,7.56
Doraemon Movie 40: Nobita no Shin Kyouryuu,,Movie,1.0,,,2020-2020,,7.56
Doraemon Movie 33: Nobita no Himitsu Dougu Museum,,Movie,1.0,,,2013-2013,,7.56
Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,,Special,1.0,,,2018-2018,,7.56
Di Yi Xulie,,ONA,1.0,,,2023-2023,,7.56
Byousoku 5 Centimeter,,Movie,3.0,,,2007-2007,,7.56
Baka to Test to Shoukanjuu: Matsuri,,OVA,2.0,,,2011-2011,,7.56
Arakawa Under the Bridge,,TV,1.0,,,2010-2010,,7.56
Ajin Part 2,,TV,1.0,,,2016-2016,,7.56
Giji Harem,,TV,1.0,,,2024-2024,,7.56
Hokuto no Ken 2,,TV,4.0,,,1987-1987,,7.56
Heya Camp△: Sauna to Gohan to Sanrin Bike,,Special,1.0,,,2020-2020,,7.56
Higashi no Eden Movie II: Paradise Lost,,Movie,1.0,,,2010-2010,,7.56
Higashi no Eden: Air Communication,,Movie,1.0,,,2009-2009,,7.56
Hokuto no Ken: Raoh Gaiden Gekitou-hen,,Movie,1.0,,,2007-2007,,7.56
InuYasha Movie 1: Toki wo Koeru Omoi,,Movie,1.0,,,2001-2001,,7.56
Senjou no Valkyria,,TV,2.0,,,2009-2009,,7.56
Totsukuni no Shoujo,,OVA,1.0,,,2019-2019,,7.56
Tamayura: More Aggressive,,TV,1.0,,,2013-2013,,7.56
Shouwa Genroku Rakugo Shinjuu: Yotarou Hourou-hen,,OVA,2.0,,,2015-2015,,7.56
Sword Art Online Movie: Ordinal Scale,,Movie,1.0,,,2017-2017,,7.56
Tales of Vesperia: The First Strike,,Movie,1.0,,,2009-2009,,7.56
Aa! Megami-sama! Tatakau Tsubasa,,TV,,,,2007-2007,,7.56
Nanatsu no Taizai: Imashime no Fukkatsu,,TV,2.0,,,2018-2018,,7.56
Saijaku Tamer wa Gomi Hiroi no Tabi wo Hajimemashita.,,TV,1.0,,,2024-2024,,7.56
Runway de Waratte,,TV,1.0,,,2020-2020,,7.56
Zhen Hun Jie,,ONA,2.0,,,2016-2016,,7.56
Yuru Yuri,,TV,1.0,,,2011-2011,,7.56
Yowamushi Pedal Movie,,Movie,1.0,,,2015-2015,,7.56
"Yondemasu yo, Azazel-san.",,OVA,4.0,,,2010-2010,,7.56
Yama no Susume Second Season,,TV,2.0,,,2014-2014,,7.56
Kami no Tou,,TV,1.0,,,2020-2020,,7.56
Kara no Kyoukai Movie 1: Fukan Fuukei,,Movie,1.0,,,2007-2007,,7.56
Koutetsujou no Kabaneri Movie 1: Tsudou Hikari,,Movie,1.0,,,2016-2016,,7.56
Koutetsujou no Kabaneri Movie 2: Moeru Inochi,,Movie,1.0,,,2017-2017,,7.56
Kubo-san wa Mob wo Yurusanai,,TV,1.0,,,2023-2023,,7.56
Log Horizon 2nd Season,,TV,2.0,,,2014-2014,,7.56
Trigun Stampede,,TV,1.0,,,2023-2023,,7.56
Majo no Tabitabi,,TV,1.0,,,2020-2020,,7.56
MF Ghost,,TV,1.0,,,2023-2023,,7.56
Modern Love Tokyo: Kare ga Kanaderu Futari no Shirabe,,ONA,1.0,,,2022-2022,,7.56
Totsukuni no Shoujo (2022),,OVA,1.0,,,2022-2022,,7.56
New Game!,,TV,1.0,,,2016-2016,,7.56
Noein: Mou Hitori no Kimi e,,TV,2.0,,,2005-2005,,7.56
One Piece: Episode of Luffy - Hand Island no Bouken,,TV,,,,2012-2012,,7.56
Ore wo Suki nano wa Omae dake ka yo: Oretachi no Game Set,,OVA,1.0,,,2020-2020,,7.56
Pokemon: Mezase Pokemon Master,,TV,1.0,,,2023-2023,,7.56
Pretty Rhythm: Rainbow Live,,TV,5.0,,,2013-2013,,7.56
Radiant 2nd Season,,TV,2.0,,,2019-2019,,7.56
Towa no Quon 6: Towa no Quon,,Movie,1.0,,,2011-2011,,7.56
Prison School,,TV,1.0,,,2015-2015,,7.55
Shuumatsu no Walküre II Part 2,,ONA,5.0,,,2023-2023,,7.55
Chuunibyou demo Koi ga Shitai! Ren,,TV,1.0,,,2014-2014,,7.55
Durarara!!x2 Ketsu: Dufufufu!!,,Special,1.0,,,2016-2016,,7.55
Re:Creators,,TV,2.0,,,2017-2017,,7.55
Seitokai Yakuindomo,,TV,1.0,,,2010-2010,,7.55
Sengoku Basara Movie: The Last Party,,Movie,1.0,,,2011-2011,,7.55
Angel Beats! Specials,,Special,2.0,,,2010-2010,,7.55
Biao Ren: Blades of the Guardians,,ONA,1.0,,,2023-2023,,7.55
Deaimon,,TV,1.0,,,2022-2022,,7.55
Fairy Tail Movie 2: Dragon Cry,,Movie,1.0,,,2017-2017,,7.55
Planetarian: Chiisana Hoshi no Yume,,ONA,5.0,,,2016-2016,,7.55
Gugure! Kokkuri-san,,TV,1.0,,,2014-2014,,7.55
Hakuouki: Hekketsuroku,,TV,1.0,,,2010-2010,,7.55
Hanhua Riji 2nd Season,,ONA,1.0,,,2020-2020,,7.55
Hataraku Saibou,,TV,1.0,,,2018-2018,,7.55
InuYasha Movie 4: Guren no Houraijima,,Movie,1.0,,,2004-2004,,7.55
Isekai Nonbiri Nouka,,TV,1.0,,,2023-2023,,7.55
Pokemon (2019),,TV,1.0,,,2019-2019,,7.55
Rurouni Kenshin: Meiji Kenkaku Romantan - Ishinshishi e no Chinkonka,,Movie,1.0,,,1997-1997,,7.55
Nodame Cantabile Finale OVA,,OVA,1.0,,,2010-2010,,7.55
Kiniro Mosaic: Thank You!!,,Movie,1.0,,,2021-2021,,7.55
Shakugan no Shana II (Second),,TV,2.0,,,2007-2007,,7.55
Shoukoku no Altair,,TV,2.0,,,2017-2017,,7.55
Tsurezure Children,,TV,1.0,,,2017-2017,,7.55
UFO Robo Grendizer,,TV,7.0,,,1975-1975,,7.55
K: Return of Kings,,TV,1.0,,,2015-2015,,7.55
No.6,,TV,1.0,,,2011-2011,,7.55
Kidou Keisatsu Patlabor: New OVA,,OVA,1.0,,,1990-1990,,7.55
Kidou Keisatsu Patlabor the Movie,,Movie,1.0,,,1989-1989,,7.55
Kino no Tabi: The Beautiful World - Tou no Kuni - Free Lance,,Special,1.0,,,2005-2005,,7.55
Konjiki no Gash Bell!!,,TV,1.0,,,2003-2003,,7.55
Mahou Sensei Negima!: Mou Hitotsu no Sekai,,OVA,4.0,,,2009-2009,,7.55
Mahoutsukai no Yome: Nishi no Shounen to Seiran no Kishi,,OVA,3.0,,,2021-2021,,7.55
Moyashimon,,TV,1.0,,,2007-2007,,7.55
The Fable,,TV,2.0,,,2024-2024,,7.54
Kaitou Saint Tail,,TV,4.0,,,1995-1995,,7.54
To LOVE-Ru Darkness 2nd Specials,,Special,2.0,,,2016-2016,,7.54
Uchuu Senkan Yamato,,TV,2.0,,,1974-1974,,7.54
Utawarerumono Specials,,Special,6.0,,,2006-2006,,7.54
Wanneng Lian Ai Zahuo Dian,,ONA,1.0,,,2023-2023,,7.54
Watashi ni Tenshi ga Maiorita! Precious Friends,,Movie,1.0,,,2022-2022,,7.54
"Yondemasu yo, Azazel-san. Z",,TV,1.0,,,2013-2013,,7.54
Kara no Kyoukai Remix: Gate of Seventh Heaven,,Movie,1.0,,,2009-2009,,7.54
Kakuriyo no Yadomeshi,,TV,2.0,,,2018-2018,,7.54
"Lupin III: Episode 0 ""First Contact""",,TV,,,,2002-2002,,7.54
Minami-ke Okaeri,,TV,1.0,,,2009-2009,,7.54
Mutsu Enmei Ryuu Gaiden: Shura no Toki,,TV,2.0,,,2004-2004,,7.54
Nijuu Mensou no Musume,,TV,2.0,,,2008-2008,,7.54
Penguin Highway,,Movie,1.0,,,2018-2018,,7.54
Sakamoto desu ga?,,TV,1.0,,,2016-2016,,7.54
Shin Tennis no Oujisama,,TV,1.0,,,2012-2012,,7.54
Sora no Otoshimono: Tokeijikake no Angeloid,,Movie,1.0,,,2011-2011,,7.54
Wakakusa Monogatari: Nan to Jo-sensei,,TV,4.0,,,1993-1993,,7.54
Hungry Heart: Wild Striker,,TV,5.0,,,2002-2002,,7.54
Da Wang Rao Ming,,ONA,1.0,,,2021-2021,,7.54
Higashi no Eden Movie I: The King of Eden,,Movie,1.0,,,2009-2009,,7.54
Aa! Megami-sama! Sorezore no Tsubasa,,TV,2.0,,,2006-2006,,7.54
Afro Samurai Movie,,Movie,1.0,,,2007-2007,,7.54
Aikatsu! Movie,,Movie,1.0,,,2014-2014,,7.54
Baki: Dai Raitaisai-hen,,ONA,1.0,,,2020-2020,,7.54
Bishoujo Senshi Sailor Moon SuperS: Sailor 9 Senshi Shuuketsu! Black Dream Hole no Kiseki,,Movie,1.0,,,1995-1995,,7.54
Chiyu Mahou no Machigatta Tsukaikata,,TV,1.0,,,2024-2024,,7.54
Aa! Megami-sama! Movie,,Movie,1.0,,,2000-2000,,7.54
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka,,TV,1.0,,,2015-2015,,7.54
Fanren Xiu Xian Chuan: Yan Jia Bao Dazhan,,ONA,4.0,,,2021-2021,,7.54
Garo Movie: Divine Flame,,Movie,1.0,,,2016-2016,,7.54
Gensoumaden Saiyuuki,,TV,5.0,,,2000-2000,,7.54
Ginga Tetsudou 999 (Movie),,Movie,1.0,,,1979-1979,,7.54
Gokushufudou Part 2,,ONA,5.0,,,2021-2021,,7.54
Jigoku Sensei Nube,,TV,4.0,,,1996-1996,,7.53
Boku no Hero Academia the Movie 1: Futari no Hero,,Movie,1.0,,,2018-2018,,7.53
Darker than Black: Kuro no Keiyakusha - Sakura no Hana no Mankai no Shita,,Special,1.0,,,2008-2008,,7.53
Demi-chan wa Kataritai,,TV,1.0,,,2017-2017,,7.53
Dragon Ball Kai: Mirai ni Heiwa wo! Goku no Tamashii yo Eien ni,,TV,,,,2011-2011,,7.53
Drifters (OVA),,OVA,2.0,,,2017-2017,,7.53
Giant Killing,,TV,2.0,,,2010-2010,,7.53
Hinomaruzumou,,TV,2.0,,,2018-2018,,7.53
Star☆Twinkle Precure,,TV,4.0,,,2019-2019,,7.53
Shounen Onmyouji,,TV,2.0,,,2006-2006,,7.53
So Ra No Wo To,,TV,1.0,,,2010-2010,,7.53
Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou 1 - Tomodachi,,Movie,1.0,,,2017-2017,,7.53
The Big O,,TV,2.0,,,1999-1999,,7.53
Tonari no Seki-kun,,TV,2.0,,,2014-2014,,7.53
Uchuu Patrol Luluco,,TV,1.0,,,2016-2016,,7.53
Xiuluo Wu Shen,,ONA,1.0,,,2023-2023,,7.53
Basilisk: Kouga Ninpou Chou,,TV,2.0,,,2005-2005,,7.53
Zhu Xian,,ONA,2.0,,,2022-2022,,7.53
Black Jack 21,,TV,1.0,,,2006-2006,,7.53
Persona 3 the Movie 1: Spring of Birth,,Movie,1.0,,,2013-2013,,7.53
Amaama to Inazuma,,TV,1.0,,,2016-2016,,7.53
Mashiro no Oto,,TV,1.0,,,2021-2021,,7.53
Kagami no Kojou,,Movie,1.0,,,2022-2022,,7.53
Kanojo ga Koushaku-tei ni Itta Riyuu,,TV,1.0,,,2023-2023,,7.53
Karakai Jouzu no Takagi-san: Water Slide,,OVA,1.0,,,2018-2018,,7.53
Saki Achiga-hen: Episode of Side-A Specials,,Special,4.0,,,2013-2013,,7.53
Kindaichi Shounen no Jikenbo Returns,,TV,2.0,,,2014-2014,,7.53
Koukyuu no Karasu,,TV,1.0,,,2022-2022,,7.53
Mahou Shoujo Lyrical Nanoha: Detonation,,Movie,1.0,,,2018-2018,,7.53
Kidou Senshi Gundam 00 Special Edition,,OVA,3.0,,,2009-2009,,7.53
Mushoku Tensei II: Isekai Ittara Honki Dasu - Shugo Jutsushi Fitz,,TV,,,,2023-2023,,7.53
One Punch Man 2nd Season,,TV,1.0,,,2019-2019,,7.53
Patapata Hikousen no Bouken,,TV,2.0,,,2002-2002,,7.53
Perrine Monogatari,,TV,5.0,,,1978-1978,,7.53
Princess Principal: Crown Handler Movie 1,,Movie,1.0,,,2021-2021,,7.53
Re:Zero kara Hajimeru Isekai Seikatsu - Hyouketsu no Kizuna - Manner Movie,,Movie,1.0,,,2019-2019,,7.53
Net-juu no Susume,,TV,1.0,,,2017-2017,,7.53
Cike Wu Liuqi Fanwai,,ONA,4.0,,,2018-2018,,7.52
Girls & Panzer,,TV,1.0,,,2012-2012,,7.52
Fugou Keiji: Balance:Unlimited,,TV,1.0,,,2020-2020,,7.52
Durarara!!x2 Ten: Onoroke Chakapoko,,Special,1.0,,,2016-2016,,7.52
Hakumei no Tsubasa,,ONA,7.0,,,2020-2020,,7.52
Asobi Asobase: Cosplay Taikai/Otona no Watashi e,,OVA,1.0,,,2018-2018,,7.52
Sand Land: The Series,,ONA,1.0,,,2024-2024,,7.52
R.O.D: The TV,,TV,2.0,,,2003-2003,,7.52
Precure All Stars Movie DX3: Mirai ni Todoke! Sekai wo Tsunagu☆Nijiiro no Hana,,Movie,1.0,,,2011-2011,,7.52
Haikyuu!! Tokushuu! Haru-kou Volley ni Kaketa Seishun,,OVA,1.0,,,2017-2017,,7.52
Kuroko no Basket: Baka ja Katenai no yo!,,OVA,1.0,,,2013-2013,,7.52
Hataraku Saibou Black,,TV,1.0,,,2021-2021,,7.52
Hidamari Sketch Specials,,Special,2.0,,,2007-2007,,7.52
Inu x Boku SS: Miketsukami-kun Henka/Switch/Omamagoto,,Special,1.0,,,2012-2012,,7.52
Irozuku Sekai no Ashita kara,,TV,1.0,,,2018-2018,,7.52
Isshuukan Friends.,,TV,1.0,,,2014-2014,,7.52
Itai no wa Iya nanode Bougyoryoku ni Kyokufuri Shitai to Omoimasu.,,TV,1.0,,,2020-2020,,7.52
Panty & Stocking with Garterbelt,,TV,1.0,,,2010-2010,,7.52
Dark Gathering,,TV,2.0,,,2023-2023,,7.52
Over Drive,,TV,2.0,,,2007-2007,,7.52
Poputepipikku 2nd Season,,TV,1.0,,,2022-2022,,7.52
Slam Dunk: Shouhoku Saidai no Kiki! Moero Sakuragi Hanamichi,,Movie,1.0,,,1995-1995,,7.52
Oomuro-ke: Dear Friends,,Movie,1.0,,,2024-2024,,7.52
Utawarerumono: Futari no Hakuoro,,TV,2.0,,,2022-2022,,7.52
So Ra No Wo To Specials,,Special,2.0,,,2010-2010,,7.52
Taiho Shichau zo (TV),,TV,4.0,,,1996-1996,,7.52
Tensei shitara Ken deshita,,TV,1.0,,,2022-2022,,7.52
To LOVE-Ru Darkness OVA,,OVA,6.0,,,2012-2012,,7.52
Toaru Majutsu no Index II,,TV,2.0,,,2010-2010,,7.52
Nobunaga Concerto,,TV,1.0,,,2014-2014,,7.52
Uma Musume: Pretty Derby - Shin Jidai no Tobira,,Movie,1.0,,,2024-2024,,7.52
Uchuu Senkan Yamato 2205: Aratanaru Tabidachi,,OVA,8.0,,,2021-2021,,7.52
Xiehou Ta de Shaonu Shidai,,ONA,1.0,,,2024-2024,,7.52
Xingchen Bian,,ONA,1.0,,,2018-2018,,7.52
Yong Sheng: Shi Nian Zhi Yue,,ONA,1.0,,,2023-2023,,7.52
"Katekyou Hitman Reborn! Vongola Family Soutoujou! Vongola Shiki Shuugakuryokou, Kuru!!",,ONA,1.0,,,2010-2010,,7.52
Katsute Mahou Shoujo to Aku wa Tekitai shiteita.,,TV,1.0,,,2024-2024,,7.52
Kemono Friends,,TV,1.0,,,2017-2017,,7.52
Kimagure Orange☆Road,,TV,4.0,,,1987-1987,,7.52
Mitsudomoe: Oppai Ippai Mama Genki,,Special,1.0,,,2011-2011,,7.52
Towa no Quon 4: Guren no Shoushin,,Movie,1.0,,,2011-2011,,7.51
Tsubasa Chronicle,,TV,2.0,,,2005-2005,,7.51
Un-Go: Inga-ron,,Movie,1.0,,,2011-2011,,7.51
Wushen Zhuzai,,ONA,4.0,,,2020-2020,,7.51
"Yondemasu yo, Azazel-san. (TV)",,TV,1.0,,,2011-2011,,7.51
Yu☆Gi☆Oh! The Dark Side of Dimensions,,Movie,1.0,,,2016-2016,,7.51
Juan Siliang,,ONA,1.0,,,2021-2021,,7.51
Rising Impact,,ONA,1.0,,,2024-2024,,7.51
"Kuroshitsuji: Sono Shitsuji, Kougyou",,Special,1.0,,,2009-2009,,7.51
Meitantei Conan Magic File 2: Kudou Shinichi Nazo no Kabe to Kuro Lab Jiken,,OVA,1.0,,,2008-2008,,7.51
Mitsudomoe,,TV,1.0,,,2010-2010,,7.51
One Piece Movie 04: Dead End no Bouken,,Movie,1.0,,,2003-2003,,7.51
Overtake!,,TV,1.0,,,2023-2023,,7.51
Persona 4 the Animation,,TV,2.0,,,2011-2011,,7.51
Re:Zero kara Hajimeru Isekai Seikatsu - Memory Snow - Manner Movie,,Movie,1.0,,,2018-2018,,7.51
To LOVE-Ru Darkness 2nd OVA,,OVA,3.0,,,2016-2016,,7.51
Toriko,,TV,1.0,,,2011-2011,,7.51
Kiniro Mosaic: Pretty Days,,Movie,1.0,,,2016-2016,,7.51
Shounan Bakusouzoku,,OVA,1.0,,,1986-1986,,7.51
Hayate no Gotoku!,,TV,5.0,,,2007-2007,,7.51
Bai Yao Pu 2nd Season,,ONA,1.0,,,2021-2021,,7.51
Doraemon Movie 28: Nobita to Midori no Kyojin Den,,Movie,1.0,,,2008-2008,,7.51
Ensemble Stars!! Tsuioku Selection Element,,ONA,6.0,,,2023-2023,,7.51
Final Fantasy VII: Advent Children - Venice Film Festival Footage,,Movie,1.0,,,2005-2005,,7.51
Golden Kamuy 2nd Season OVA,,OVA,3.0,,,2019-2019,,7.51
Golgo 13 (TV),,TV,5.0,,,2008-2008,,7.51
Fushigi no Umi no Nadia,,TV,3.0,,,1990-1990,,7.51
Hello! Lady Lynn,,TV,3.0,,,1988-1988,,7.51
Hoozuki no Reitetsu 2nd Season OVA,,OVA,3.0,,,2019-2019,,7.51
Hoshi wo Ou Kodomo,,Movie,1.0,,,2011-2011,,7.51
Huyao Xiao Hongniang: Wangquan Fugui,,ONA,1.0,,,2016-2016,,7.51
Initial D Battle Stage 3,,OVA,1.0,,,2021-2021,,7.51
Jijou wo Shiranai Tenkousei ga Guigui Kuru.,,TV,1.0,,,2023-2023,,7.51
Shiroi Suna no Aquatope,,TV,2.0,,,2021-2021,,7.51
Shoubushi Densetsu Tetsuya,,TV,2.0,,,2000-2000,,7.51
Slam Dunk: Zenkoku Seiha Da! - Sakuragi Hanamichi,,Movie,1.0,,,1994-1994,,7.5
Heroic Age,,TV,2.0,,,2007-2007,,7.5
Hybrid Child,,OVA,4.0,,,2014-2014,,7.5
Ike! Ina-chuu Takkyuu-bu,,TV,2.0,,,1995-1995,,7.5
Shakugan no Shana III (Final),,TV,2.0,,,2011-2011,,7.5
Shion no Ou,,TV,2.0,,,2007-2007,,7.5
Shuumatsu no Walküre II,,ONA,1.0,,,2023-2023,,7.5
The Executioner and Her Way of Life,,,,,,2022-2022,,7.5
Special A,,TV,2.0,,,2008-2008,,7.5
Tiger & Bunny 2 Part 2,,ONA,1.0,,,2022-2022,,7.5
Yao Shen Ji 5th Season,,ONA,1.0,,,2021-2021,,7.5
Sword Art Online,,,,,,2012-2012,,7.5
"The Night Is Short, Walk on Girl",,,,,,2017-2017,,7.5
The Leveling of Solo Leveling,,,,,,2024-2024,,7.5
Undead Murder Farce,,,,,,2023-2023,,7.5
Flying Witch,,TV,1.0,,,2016-2016,,7.5
Fullmetal Alchemist: The Conqueror of Shamballa,,Movie,1.0,,,2005-2005,,7.5
Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu,,Movie,1.0,,,2008-2008,,7.5
Fantastic Children,,TV,2.0,,,2004-2004,,7.5
Arslan Senki (TV): Fuujin Ranbu,,TV,8.0,,,2016-2016,,7.5
"Loop 7-kaime no Akuyaku Reijou wa, Moto Tekikoku de Jiyuu Kimama na Hanayome Seikatsu wo Mankitsu suru",,TV,1.0,,,2024-2024,,7.5
Lord El-Melloi II Sei no Jikenbo: Rail Zeppelin Grace Note Special,,TV,,,,2021-2021,,7.5
Meitantei Conan OVA 04: Conan to Kid to Crystal Mother,,OVA,1.0,,,2004-2004,,7.5
Oban Star-Racers,,TV,2.0,,,2006-2006,,7.5
PriPara,,TV,1.0,,,2014-2014,,7.5
Aa! Megami-sama! (TV) Specials,,Special,3.0,,,2005-2005,,7.5
Baka to Test to Shoukanjuu,,TV,1.0,,,2010-2010,,7.5
Doraemon Movie 37: Nobita no Nankyoku Kachikochi Daibouken,,Movie,1.0,,,2017-2017,,7.5
Bakuten!!,,TV,1.0,,,2021-2021,,7.5
Boukyaku Battery (TV),,TV,1.0,,,2024-2024,,7.5
Casshern Sins,,TV,2.0,,,2008-2008,,7.5
D-Frag!,,TV,1.0,,,2014-2014,,7.5
Densetsu no Yuusha no Densetsu,,TV,2.0,,,2010-2010,,7.5
"Donten ni Warau Gaiden: Shukumei, Soutou no Fuuma",,Movie,1.0,,,2018-2018,,7.5
Tekkonkinkreet,,,,,,2006-2006,,7.5
High School DxD,,,,,,2012-2012,,7.5
The Red Turtle,,,,,,2016-2016,,7.5
Berserk: The Golden Age Arc I - The Egg of the King,,,,,,2012-2012,,7.5
A Certain Scientific Railgun,,,,,,2009-2009,,7.5
Mobile Suit Gundam: The Witch from Mercury,,,,,,2022-2022,,7.5
Blue Spring Ride,,,,,,2014-2014,,7.5
Evangelion: 1.0 You Are (Not) Alone,,,,,,2007-2007,,7.5
Wotakoi: Love is Hard for Otaku,,,,,,2018-2018,,7.5
Angel's Egg,,,,,,1985-1985,,7.5
"More Than a Married Couple, But Not Lovers.",,,,,,2022-2022,,7.5
The Future Diary,,,,,,2011-2011,,7.5
Weathering with You,,,,,,2019-2019,,7.5
5 Centimeters per Second,,,,,,2007-2007,,7.5
Sengoku Basara Ni,,TV,1.0,,,2010-2010,,7.49
Birdie Wing: Golf Girls' Story,,TV,1.0,,,2022-2022,,7.49
Be-Bop Highschool,,OVA,7.0,,,1990-1990,,7.49
Bai Yao Pu 4th Season,,ONA,1.0,,,2024-2024,,7.49
Aa! Megami-sama! Sorezore no Tsubasa Specials,,Special,2.0,,,2007-2007,,7.49
Gochuumon wa Usagi desu ka?,,TV,1.0,,,2014-2014,,7.49
One Piece: Heart of Gold,,TV,,,,2016-2016,,7.49
Ojiisan no Lamp,,Movie,1.0,,,2011-2011,,7.49
